아이폰 13 mini 자급제 256GB 스타라이트 Apple,"997,350원",https://adcr.naver.com/adcr?x=X0MtPH0HYXJ5zoHEd18i1v///w==k1GKJnlas9WZPB5g+s2t0c8MK//e5ognVv3LZATHlHQLBMZFPQJXDJAFJvJUCFNmtpfMjVwUJPMnfewzRGKVfvkrsYvjxk6HTBoi/1TsKFy6nHEawqxt8M1e0NoPfPIn5PWVZDxNv7hGggYQTXeN7Z1UQ+bnUfPvH1GRSze50cOQytYLtp2gaHh081WbT0B9QDFlPiJOWrMQEeOGk+Hprj2Af7ccOKyQZpyguhSrvpzByvUUl2Fak9b2TzWpt3lcdG3Yh5GoB6d5Jp4hBxL74HZGcTqN4jF4871cTxOLjqXzHagN2u63KwgAI22ARNjULLAGbAG1uFNNyh+zJtTdm6ap+Wmev1L9tp6qGMwIFV9MS1orqHsdR5WcUonu1sWEogZUuqHp6WM0hireitnu2A27rDcJTZBQzJpaEm3Id+Ht3dA+VWkCsBs+tP9WayA+J38I++Hp7hL432rgkvpbbJvZ81EkAr+dLS1L3nMzFUxdQHmM/guZGxXjFflPDaEof+7boVKtgMpieq5MnsWkRwd0ez98HgUyUe7mWMOvmj51WPlLjJagHJ2gfYgr0doEp8Tx29QjxJSMoFbLZ6Ju57+t47KjDv6dgF/c7czXq/0owv+d6dUZmCkj4HNUIRdvJB8vZ1l/MM9UbZo7cchadUN/LjOuaQL4GjKJl03ydhVAc0M7yNcyvEQ4fSbz2Z4GPwDCxUetov6LOtFrhMwOZgE9GBZP3PfAcMYeFKh60MTD3SASNxGLRKkUaiOjzwIxZmJYHOhjK+dx6UI1/cAu/2WagXdnbLA30t4hKWZZNnpAYGLhd5bh71qG+WTNS91EDgS1E9F61Haa+LVQR1x30oEXG44QDYEEmrybJn2Fn602dFdxghi2x5XLlGst9mpMSJcUKAjiytma/mpk93hEkig==
Apple 아이폰 13 자급제 레드 256GB,"1,168,500원",https://adcr.naver.com/adcr?x=JMD1VRqmADjs40W8Z4jJSP///w==kZfl/Nzch2DQf8EMpd6VR/LxWmKa+32aeaSgXKSNuKQPfECVMSWCX1fsfmHlpu3ub7r3fNEZK82AtWRCYsa+UWRAejph680xegeXS1jMpdfsdMymw/r5Qk6Q/PijG3v1fU+dzXe+caAKlyP5PJ1q9TYZ/G7Iy0+7zbgEC/FWNHSrUJqMCtin8JJANZzyA81l9aihMUKoc7+9aPgC1bHc06fwa445a8RIrtIjXSzvxe13FqtAu381q6l9RALTs355IWatlJpN+mq6Hk65QUtlmFBiEnUVHiY/6TFN2NOvAL/3um8wiyLbwcVCKWzE7gpk8cQE/VZcSZdzkB7bINdn8L/XAI2uw+cm/ozbJ8dQjEXK9lQBtLnHtTGtkiEIM5YFz9Vb/UThyHbxqFjuebENqeiT3DKEgOYK8VyoixtCTTSSeJQa0JnP/ElSSUTDV/PmcyERR85ACvzyA+rQsyBNydneZ7L3lI+ues1a8zTcoySuAxUpQFe/se2+9IKP48AKqMT/fXJGfjMA3MjvAD3detfrszD9oCN3WsHTxtY0YxhNOlBOOP+4FLGXOxzbUPNIDwlx2e9XBUWdi/LD1BvGbskIRq/+9RZN0ful5GgUJfTwc2yO5hcKvCqNrO0CPgr8PIQgJO3U8MmFxza4GOY9tt2HDwjx4JDt5FtrYjUyuyAo9IEGQ14V+2MUsfSkKSlrqbW0yJ6bO8b3vvtdteDQoAUl039gsku4Oi6foSHuilMI1XH3DGA8Qqcdhh7zSJ6T42++sB/bCvQBDyBAuYj+dqQf9fX2y0wzTEhO/n1p75WjhPYi1BmcwqrCRFkUwOzLj3Wpl3fSDV0DWJKMSrjnVRhBUjjT8Q8U9pZiBEDkq6jTr77BSx5MvWpSK7BnAX3hNQ+LMaXsbiTGZMXfILA+Nfg==
아이폰 13 mini 자급제 128GB 미드나이트 Apple,"874,000원",https://adcr.naver.com/adcr?x=qca6UWTlbYVujh1/DafE9f///w==kZfl/Nzch2DQf8EMpd6VR/N/bOVLZVB0NqBPBRyeg5fksyMpw/MzGfjkPJ1LjrzY8Jx1qqAOaOrBpWAduyTvxfpbxtKQ+4g9e8jpvqR49uPimL0XF2YNR2kJWKDIkmS/j9CSl28ie93H7vzLuFow2ALjzTarNj4rILtcZk7d8XNpL7y60AwI7OUa3obDweQJv1NRzJDyEn9X7ljOuh6Ic6j3XqpZUDoM9wbmqz7X5SwUiyMBlQ8t264GkRJklsIzpG0UL/VqjlsXJOR2UST3laaDNz+36z/GCRCYW6dIoxgZYEvcv2bbPYpfaoKiW2wLVSuCJun/BKTsAvyBuX8WP14PGOHkoU00X5B2TCZ3VpN1l+VdRiyaJso5yoZ7hU0xHS+VUQmqjqMD8YMavEoWnFwVc51AS0JUE99Djn5mkdwNjq063gl6LI8T5P1kPn2q02FLXf841a8trJRp4GRKhI06OnTjJLRoj3XgImETRXCibJBVRrQNZ9pFObH/3lSLZmchWCgmYP2ylYOSw3R2xBC2jX98sAqisrAqfbc2BA8uadLrOXe4tOr63fc7hCCc9nqQk6VdWSLsVgLM3a13BWoDlKk93Sr6sW5EARAfudylniwjQWi39zsoavGz9BLnRRAQYpsF2QL/g1k0rJuHNL8fVQ52+DUWyYwrOxOkcYKzSkVOKa9co8ho0AuUL4Nrob6N6Sgwbtk4+PiYsuw7hjl1z2wnsYaWZyvhJ0JbpnnUjCrPgAZbJF7a93tvafAwpmkzO04Rt7OgLhi9pr2X3KCyIUYbf+dX/jd32iFC5nSyN2LkCn1upiATyS6lo2EP8JH2L5DxtAfV6HcV99a03k4D6dLQNZe3OK2CgmClACsCw+Ql08DpPY9iTYN6k94SGoGrQzVKvV9olrM5tFuqB0w7WHG/JiMCk2/Fjihb1pTA=
Apple 아이폰 13 256GB [자급제],"1,168,470원",https://cr.shopping.naver.com/adcr.nhn?x=CbQmtiFhJic9TUA7R0zWY%2F%2F%2F%2Fw%3D%3DsrJ6rgwJQVUj%2FFRbdv6veTLpQ1Q4D7%2BVlwz0a5mnNpLyGgjNtjvRyY8TaEm3AQ5UwyYpfWegWGkhwSAa2PIhbYmzKMuXpN3VSQydPnSUH9ZJ3sOl18a9m0QgmRUNtS1inJrEJMZIqgOGEBvuWphEOet9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLymj3I0Ayg2aYacGIsBoPOmNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVQu2f2b5lm7CCokCaCXOAa6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJJE0eDNwU4y7VdpmBGdEiXkGqvd8sSTRWJrs934jMk5FKjRp2D9pkBhcJdqPQCXkTJTyOtdpNmqs6E%2FnW3NDtTlNCrJpfkPGyKA93w5qrtIQLSv5SYzis5SVdiBAX6a8R%2FCOsDULMzhyS3tcNpyUq6M%2FFIf4yGPCeFlgQd%2BW1h9K7A%2F0vSPti8cHY4o2fastw5nGX4TfzRlG2ahGMx%2BrSF%2Bsfi1kiaPrt2lqJwz5dMIYRpOFzCbaM6OU97uoPifjr6bigixFJNxSPuhpJC3c4PJlslQ%2BpBe66MIaLbHyHF83HICEQpPL7Rm%2B2fyhjEhHR&nvMid=29029192591&catId=50001519
Apple 아이폰 13 128GB [자급제],"1,057,300원",https://cr.shopping.naver.com/adcr.nhn?x=0q%2BdVYJmW%2FwcvuMOLX441f%2F%2F%2Fw%3D%3DsB7KkQlpt9GGF0t2D%2B0G4qJvLCZE3FkYburAoZafSjmtN4NgkrPIjlczCBjhk2dSMvnRqofjv17QAP7Oo2SgBSiu8tkzbadPuicmMKdjR%2FUDeSpjYYmBIfdB1kv2Vqitw0FgPde7yAtdbAaRqa2%2Fcxcv%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKihdJbsF7mPFDdM7F9nXsoJbkCnZt3PKDnGtnPfTpWXV9gLRMuJH34gK%2BdKxxm2wL%2B%2F2GdmTsPmkvX%2F%2F19lGJu6sJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI83l3tu26ZOcGafC13xftFyA5UW%2Fi%2FGCFULEhO0eViCvHYe9CsbWrnsboog%2B94RL%2FIQaKjyn%2Bw2LQk17xXDKGCe4Re7uHgyNF3WXsM9BHB6lpFx37WIyrziE4Ps6WrDu%2FEkQhsK9FrLIaKhTqeCPe5%2BnUjwQMKHmfZEGs9R%2F5gzgFfxr8e8848S4N3UJ7%2FNlg1OljLtTQonU32VFdy%2BtXnDqkTCwGLAiwxwtZSNelcUZf6C0XXk8ySaOQ0OaLzzIxFFfEWbfXpJ11yb9nW0zbwSGO0QScdmj79W4Ike%2ByYeOsNUJgJp6CUXauCvW7Y5AjN&nvMid=29030374587&catId=50001519
Apple 아이폰 13 미니 128GB [자급제],"855,000원",https://cr.shopping.naver.com/adcr.nhn?x=AtxNy4uwKFF98Mo0zq0P6f%2F%2F%2Fw%3D%3DsnfNa8j2asNjznT89GrDi5NeRER6N3X5wiRptIyGSyb2GgjNtjvRyY8TaEm3AQ5UwRbu5qy1e%2FY7xAErCHRdQ5WzKMuXpN3VSQydPnSUH9ZJ3sOl18a9m0QgmRUNtS1inJrEJMZIqgOGEBvuWphEOet9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajL6vmS6IPw0N8PQDlZk4TeMmNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVQu2f2b5lm7CCokCaCXOAa6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJt3EtuibOijN63w9kx4%2BqwrLyxmsA2tdSCgURWYFc7%2FpKjRp2D9pkBhcJdqPQCXkTa7BVwfXnHeqIFOcSljWjcM%2BuBxawZkbtQren76JDlZQLSv5SYzis5SVdiBAX6a8Rg4OPtThFM2yPBsnrKnNGzzXV372DPAp4J4PkHemM8CqZZd0C6e2Zyps4U6T5DErBvcQeIaAGIIQRnJcrzv7qxXjIQL1hGVAagtNhX5P2vn1RN64mBm9G8QruBkLDcHT6935J4zAHYDBb3kPyAY3fMX%2FxIVYclewl7EZpWmx6t07Njqh%2FZemCCOboDhnweAmG&nvMid=29030650586&catId=50001519
Apple 아이폰 13 미니 256GB [자급제],"189,000원",https://cr.shopping.naver.com/adcr.nhn?x=E9VdWV7vxZQmMKLJOKuLPf%2F%2F%2Fw%3D%3Dsq0TkvqZQKXPYwpvQhT7eAcVf51U2qX53l%2F%2Bq644Q%2Fn2GgjNtjvRyY8TaEm3AQ5Uw1HVHj%2BT6enoK7vzRYfobgGzKMuXpN3VSQydPnSUH9ZJ3sOl18a9m0QgmRUNtS1inJrEJMZIqgOGEBvuWphEOet9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLdmjiUNRuai273zzzcAG2XmNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVQu2f2b5lm7CCokCaCXOAa6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJAKa9sDxV%2FR2qdkD3jLNqJwGJtdLNUfFRV%2BvCurfz7uRKjRp2D9pkBhcJdqPQCXkTMM1plBQtkhaEWAH4rmffCHGPTx6ShVHv2wQJF8zHRbwLSv5SYzis5SVdiBAX6a8Rg4OPtThFM2yPBsnrKnNGz2rmButq64KTClYrJqqBljSZZd0C6e2Zyps4U6T5DErBvcQeIaAGIIQRnJcrzv7qxbvge%2B9lNWMc%2BfdygJeL63VRN64mBm9G8QruBkLDcHT64nsDwEYKXwYpA24uUoxbNnM0O8I1y0KjJ8LDbib7aMHNjqh%2FZemCCOboDhnweAmG&nvMid=29030437590&catId=50001519
Apple 아이폰 13 미니 512GB [자급제],"1,224,000원",https://cr.shopping.naver.com/adcr.nhn?x=%2FseCdrKcHAcPKl0yee9%2F%2FP%2F%2F%2Fw%3D%3DsBlb3RwI09LPgs9K7x2pMDqmkJ6NfCTcu4%2FvMklG6NjqGgjNtjvRyY8TaEm3AQ5Uwow7SzUeLS5YM3stJ%2FMuy72zKMuXpN3VSQydPnSUH9ZJ3sOl18a9m0QgmRUNtS1inJrEJMZIqgOGEBvuWphEOet9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLAv6mDD2uTNJECH9p%2Be0Yi2NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVQu2f2b5lm7CCokCaCXOAa6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ7CX7gxF3a0mQq%2FEWxlw9o8zqRdGC9qv%2FgtQWATtfCehKjRp2D9pkBhcJdqPQCXkTK1s3piY0W43aIWUe83IvQvcLTo9Sm7EMerUll4psYjoLSv5SYzis5SVdiBAX6a8Rg4OPtThFM2yPBsnrKnNGz%2Fw5EB9JIRzfzAZXoRSCXaiZZd0C6e2Zyps4U6T5DErBvcQeIaAGIIQRnJcrzv7qxZFZ33QG71%2BfbTdfpss8dyVP4PMPHCnudPTZjGRUD3iUwLzthabm4MU%2BeiRklgYjysbwtatYjpAfMYlubVBbCozHICEQpPL7Rm%2B2fyhjEhHR&nvMid=29030296587&catId=50001519
Apple 아이폰 13 프로 128GB [자급제],"1,650,000원",https://cr.shopping.naver.com/adcr.nhn?x=Tj82rAfy0Y1hydxuCUu3aP%2F%2F%2Fw%3D%3DsxuLBafErAZ015XoTQLiDbHnWpOJyVLr7IPu%2FMHQ%2FUySGgjNtjvRyY8TaEm3AQ5UwhBC6p5jMFO8GzykxxQ9KwGzKMuXpN3VSQydPnSUH9ZJ3sOl18a9m0QgmRUNtS1inJrEJMZIqgOGEBvuWphEOet9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLTxs46ihXoVB%2B04WPMRzZJmNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVQu2f2b5lm7CCokCaCXOAa6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJJoQUjPGOQe8ONH0z%2BSCkY17wbBPmumpxR5StpZQCyTBKjRp2D9pkBhcJdqPQCXkTMM1plBQtkhaEWAH4rmffCEz8BARFBBPVFkyPgtEG0EgLSv5SYzis5SVdiBAX6a8RKlG0H56J6GhRAoCVIyo%2FGdk1xvoMK6DU755KCZVIEumZZd0C6e2Zyps4U6T5DErBvcQeIaAGIIQRnJcrzv7qxUH%2B3YmANEFxCcMlz2XW%2BNFP4PMPHCnudPTZjGRUD3iUVbX%2BbO9eE5nQRgY3VKHCdrhQdcPl5HXQGJKugG4rJyfHICEQpPL7Rm%2B2fyhjEhHR&nvMid=29030420587&catId=50001519
Apple 아이폰 13 프로 512GB [자급제],"1,649,990원",https://cr.shopping.naver.com/adcr.nhn?x=SpYXyWUMR6nw1ASFzTgkgf%2F%2F%2Fw%3D%3DsMZh2ThSoDb2F5pQt97%2BuL00gVS8n2OiMjRGg5TOxfyVN4NgkrPIjlczCBjhk2dSMyUMazuowhKrZnIkgrHyhQCu8tkzbadPuicmMKdjR%2FUDeSpjYYmBIfdB1kv2Vqitw0FgPde7yAtdbAaRqa2%2Fcxcv%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKNFREFE4RmsfSignvaSrF05bkCnZt3PKDnGtnPfTpWXV9gLRMuJH34gK%2BdKxxm2wL%2B%2F2GdmTsPmkvX%2F%2F19lGJu6sJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8EJCz8%2BrShVEGBC28nR8gJhBFL7jk4aBeO5qPYY9kwAXYe9CsbWrnsboog%2B94RL%2FIoMx5FtgI%2FdkFjOJyFrUSfYRe7uHgyNF3WXsM9BHB6lpFx37WIyrziE4Ps6WrDu%2FET9Lvfhn9NmZebq06Rt58vdYrmhd6z3mr51lBlAzJFvLL%2FnGINkSYp%2Bd2xAAY7UDnMgw5RnrDtRIbB51H7ojD7ZLSjbnzN3n5TJv246SGhpGdSlPOZBN6V54TTL6u%2FzFsU9fJynUufafuWp74qxpiSd7Z%2FLGHsngLbAwPW%2Blz8mvLVWGr8fvvH1mWvUgXPK6j&nvMid=29030416587&catId=50001519
